system:index,Npp,Npp_QC,author_yr,max_year,min_year,year,.geo
2013_01_01_00000000000000000028,1749.0,19.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2013_01_01_00000000000000000029,1749.0,19.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2013_01_01_0000000000000000002a,2365.0,22.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2013_01_01_0000000000000000002b,2365.0,22.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2013_01_01_0000000000000000002c,2220.0,32.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2013_01_01_0000000000000000002d,2220.0,32.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2013_01_01_0000000000000000002e,2220.0,32.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2013_01_01_0000000000000000002f,2084.0,35.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[116.99999813601018,69.00000038709096]}"
2013_01_01_00000000000000000030,2224.0,30.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[115.00000213151867,66.0000019212526]}"
2013_01_01_00000000000000000031,2456.0,55.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[51.999998676104404,66.99999992349836]}"
2013_01_01_00000000000000000023,2365.0,22.0,Gustine et al. 2012,2008,2007,2013.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2013_01_01_00000000000000000024,2365.0,22.0,Gustine et al. 2012,2008,2007,2013.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2013_01_01_0000000000000000003e,1896.0,29.0,Jung et al 2015,2010,2009,2013.0,"{""type"":""Point"",""coordinates"":[163.49999888156074,67.799998325295]}"
2013_01_01_0000000000000000003f,1896.0,29.0,Jung et al 2015,2010,2009,2013.0,"{""type"":""Point"",""coordinates"":[163.49999888156074,67.799998325295]}"
2013_01_01_00000000000000000055,,,Ophof et al. 2013,,2011,2013.0,"{""type"":""Point"",""coordinates"":[-26.999999569848498,69.2999997877647]}"
2013_01_01_00000000000000000056,,,Ophof et al. 2013,,2011,2013.0,"{""type"":""Point"",""coordinates"":[-26.999999569848498,69.2999997877647]}"
2013_01_01_00000000000000000036,1946.0,23.0,Joly and Cameron 2018,2013,2011,2013.0,"{""type"":""Point"",""coordinates"":[156.00000048741427,67.09999972372295]}"
2013_01_01_00000000000000000037,1946.0,23.0,Joly and Cameron 2018,2013,2011,2013.0,"{""type"":""Point"",""coordinates"":[156.00000048741427,67.09999972372295]}"
2013_01_01_00000000000000000038,1946.0,23.0,Joly et al 2015,2013,2012,2013.0,"{""type"":""Point"",""coordinates"":[156.00000048741427,67.09999972372295]}"
2013_01_01_00000000000000000039,1946.0,23.0,Joly et al 2015,2013,2012,2013.0,"{""type"":""Point"",""coordinates"":[156.00000048741427,67.09999972372295]}"
2013_01_01_0000000000000000003a,1946.0,23.0,Joly et al 2015,2013,2012,2013.0,"{""type"":""Point"",""coordinates"":[156.00000048741427,67.09999972372295]}"
2013_01_01_0000000000000000003b,1975.0,37.0,Joly et al 2015,2013,2012,2013.0,"{""type"":""Point"",""coordinates"":[151.99999956022907,67.09999972372295]}"
2013_01_01_0000000000000000003c,1975.0,37.0,Joly et al 2015,2013,2012,2013.0,"{""type"":""Point"",""coordinates"":[151.99999956022907,67.09999972372295]}"
2013_01_01_0000000000000000003d,1975.0,37.0,Joly et al 2015,2013,2012,2013.0,"{""type"":""Point"",""coordinates"":[151.99999956022907,67.09999972372295]}"
2013_01_01_00000000000000000077,1570.0,29.0,Christopherson et al. 2019,,2015,2013.0,"{""type"":""Point"",""coordinates"":[66.0700008895896,48.559998413817254]}"
2014_01_01_00000000000000000075,,,Staaland and White 1991,,,2014.0,"{""type"":""Point"",""coordinates"":[-15.000001247393966,77.90000044348255]}"
2014_01_01_00000000000000000076,,,Staaland and White 1991,,,2014.0,"{""type"":""Point"",""coordinates"":[-15.000001247393966,77.90000044348255]}"
2014_01_01_00000000000000000089,883.0,17.0,Bergerud 1972,,1959,2014.0,"{""type"":""Point"",""coordinates"":[53.00000113745124,48.50000120914315]}"
2014_01_01_0000000000000000008a,883.0,17.0,Bergerud 1972,,1959,2014.0,"{""type"":""Point"",""coordinates"":[53.00000113745124,48.50000120914315]}"
2014_01_01_0000000000000000008b,883.0,17.0,Bergerud 1972,,1959,2014.0,"{""type"":""Point"",""coordinates"":[53.00000113745124,48.50000120914315]}"
2014_01_01_0000000000000000008c,883.0,17.0,Bergerud 1972,,1959,2014.0,"{""type"":""Point"",""coordinates"":[53.00000113745124,48.50000120914315]}"
2014_01_01_00000000000000000082,,,Gaare and Skogland 1975,,1970,2014.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2014_01_01_00000000000000000083,,,Gaare and Skogland 1975,,1970,2014.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2014_01_01_00000000000000000084,,,Gaare and Skogland 1975,,1970,2014.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2014_01_01_00000000000000000085,,,Gaare and Skogland 1975,,1970,2014.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2014_01_01_00000000000000000086,,,Gaare and Skogland 1975,,1970,2014.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2014_01_01_00000000000000000087,,,Gaare and Skogland 1975,,1970,2014.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2014_01_01_00000000000000000088,,,Gaare and Skogland 1975,,1970,2014.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2014_01_01_0000000000000000007d,582.0,72.0,Thomas and Edmonds 1983,1977,1974,2014.0,"{""type"":""Point"",""coordinates"":[93.5192994815833,73.24670108005807]}"
2014_01_01_0000000000000000007e,1290.0,37.0,Thomas and Edmonds 1983,1977,1974,2014.0,"{""type"":""Point"",""coordinates"":[99.4691984129246,72.67660055127395]}"
2014_01_01_0000000000000000007f,1320.0,33.0,Thomas and Edmonds 1983,1977,1974,2014.0,"{""type"":""Point"",""coordinates"":[127.99999845621896,70.34000038556096]}"
2014_01_01_00000000000000000080,137.0,89.0,Thomas and Edmonds 1983,1977,1974,2014.0,"{""type"":""Point"",""coordinates"":[111.30000060500718,75.3000011785425]}"
2014_01_01_00000000000000000081,,,Thomas and Edmonds 1983,1977,1974,2014.0,"{""type"":""Point"",""coordinates"":[118.97209800431136,76.77750201709652]}"
2014_01_01_00000000000000000004,2117.0,36.0,Boertje 1984,1980,1978,2014.0,"{""type"":""Point"",""coordinates"":[150.2999984973102,63.29999839698691]}"
2014_01_01_00000000000000000005,2117.0,36.0,Boertje 1984,1980,1978,2014.0,"{""type"":""Point"",""coordinates"":[150.2999984973102,63.29999839698691]}"
2014_01_01_00000000000000000006,2117.0,36.0,Boertje 1984,1980,1978,2014.0,"{""type"":""Point"",""coordinates"":[150.2999984973102,63.29999839698691]}"
2014_01_01_00000000000000000007,2117.0,36.0,Boertje 1984,1980,1978,2014.0,"{""type"":""Point"",""coordinates"":[150.2999984973102,63.29999839698691]}"
2014_01_01_0000000000000000008d,1970.0,23.0,Thomas and Hervieux 1986,1981,1980,2014.0,"{""type"":""Point"",""coordinates"":[124.00000198813481,64.00000145766]}"
2014_01_01_00000000000000000061,927.0,21.0,Schaefer et al. 2016,1989,1980,2014.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2014_01_01_00000000000000000057,4646.0,24.0,Rominger and Oldemeyer 1990,1986,1983,2014.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2014_01_01_00000000000000000058,4646.0,24.0,Rominger and Oldemeyer 1990,1986,1983,2014.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2014_01_01_00000000000000000059,4646.0,24.0,Rominger and Oldemeyer 1990,1986,1983,2014.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2014_01_01_0000000000000000005a,4646.0,24.0,Rominger and Oldemeyer 1990,1986,1983,2014.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2014_01_01_00000000000000000043,,,Kojola et al 1995,1992,1988,2014.0,"{""type"":""Point"",""coordinates"":[-26.000001567602734,69.00000038709096]}"
2014_01_01_00000000000000000044,,,Kojola et al 1995,1992,1988,2014.0,"{""type"":""Point"",""coordinates"":[-26.000001567602734,69.00000038709096]}"
2014_01_01_0000000000000000005f,927.0,21.0,Schaefer et al. 2016,1999,1990,2014.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2014_01_01_00000000000000000062,927.0,21.0,Schaefer et al. 2016,1999,1990,2014.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2014_01_01_00000000000000000065,927.0,21.0,Schaefer et al. 2016,1999,1990,2014.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2014_01_01_00000000000000000067,927.0,21.0,Schaefer et al. 2016,1999,1990,2014.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2014_01_01_00000000000000000069,927.0,21.0,Schaefer et al. 2016,1999,1990,2014.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2014_01_01_0000000000000000006b,927.0,21.0,Schaefer et al. 2016,1999,1990,2014.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2014_01_01_0000000000000000006d,927.0,21.0,Schaefer et al. 2016,1999,1990,2014.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2014_01_01_00000000000000000000,1534.0,43.0,Barten et al 2001,1993,1992,2014.0,"{""type"":""Point"",""coordinates"":[143.24999920417434,61.429998565506466]}"
2014_01_01_00000000000000000078,1139.0,48.0,Larter and Nagy 1997,1994,1993,2014.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2014_01_01_00000000000000000079,1139.0,48.0,Larter and Nagy 1997,1994,1993,2014.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2014_01_01_0000000000000000007a,1139.0,48.0,Larter and Nagy 1997,1994,1993,2014.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2014_01_01_0000000000000000007b,1139.0,48.0,Larter and Nagy 1997,1994,1993,2014.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2014_01_01_0000000000000000007c,1139.0,48.0,Larter and Nagy 1997,1994,1993,2014.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2014_01_01_00000000000000000045,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_00000000000000000046,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_00000000000000000047,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_00000000000000000048,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_00000000000000000049,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_0000000000000000004a,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_0000000000000000004b,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_0000000000000000004c,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_0000000000000000004d,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_0000000000000000004e,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_0000000000000000004f,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_00000000000000000050,1409.0,45.0,Larter and Nagy 2004,1998,1993,2014.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2014_01_01_0000000000000000006f,,,Sormo et al 1999,,1994,2014.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2014_01_01_00000000000000000070,,,Sormo et al 1999,,1994,2014.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2014_01_01_00000000000000000071,,,Sormo et al 1999,,1994,2014.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2014_01_01_00000000000000000072,,,Sormo et al 1999,,1994,2014.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2014_01_01_00000000000000000073,,,Sormo et al 1999,,1994,2014.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2014_01_01_00000000000000000074,,,Sormo et al 1999,,1994,2014.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2014_01_01_00000000000000000093,,,Mathiesen et al 1999,,1994,2014.0,"{""type"":""Point"",""coordinates"":[-20.99999817907071,69.00000038709096]}"
2014_01_01_00000000000000000094,,,Mathiesen et al 1999,,1994,2014.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2014_01_01_00000000000000000051,,,Mathiesen et al 2000,1996,1995,2014.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2014_01_01_00000000000000000052,,,Mathiesen et al 2000,1996,1995,2014.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2014_01_01_00000000000000000053,,,Mathiesen et al 2000,1996,1995,2014.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2014_01_01_00000000000000000054,,,Mathiesen et al 2000,1996,1995,2014.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2014_01_01_00000000000000000008,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000009,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_0000000000000000000a,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_0000000000000000000b,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_0000000000000000000c,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_0000000000000000000d,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_0000000000000000000e,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_0000000000000000000f,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000010,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000011,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000012,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000013,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000014,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000015,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000016,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000017,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000018,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000019,1890.0,30.0,Finstand and Kielland 2011,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000032,3029.0,30.0,Ihl 2010,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[162.99999988043785,66.99999992349836]}"
2014_01_01_00000000000000000033,1890.0,30.0,Ihl 2010,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000034,1890.0,30.0,Ihl and Klein 2001,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_00000000000000000035,1890.0,30.0,Ihl and Klein 2001,1997,1996,2014.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2014_01_01_0000000000000000001a,3859.0,42.0,Fischer and Gates 2005,2000,1999,2014.0,"{""type"":""Point"",""coordinates"":[136.99999831283512,62.000000994067406]}"
2014_01_01_00000000000000000001,,,Bjorkvoll et al 2009,2002,1999,2014.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2014_01_01_00000000000000000002,,,Bjorkvoll et al 2009,2002,1999,2014.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2014_01_01_00000000000000000003,,,Bjorkvoll et al 2009,2002,1999,2014.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2014_01_01_00000000000000000060,927.0,21.0,Schaefer et al. 2016,2009,2000,2014.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2014_01_01_00000000000000000063,927.0,21.0,Schaefer et al. 2016,2009,2000,2014.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
